movie_title,year,tmdb_id,movie_id,director,actor1,actor2
Salut cousin! ,1997,60083,1588,Merzak Allouache,Gad Elmaleh,Messaoud Hattau
Schizopolis ,1997,16375,1589,Steven Soderbergh,Scott Allen,Steven Soderbergh
"To Have, or Not ",1997,124642,1590,Laetitia Masson,Sandrine Kiberlain,Arnaud Giovaninetti
Duoluo tianshi ,1998,-1,1591,,,
"Magic Hour, The ",1998,46361,1592,Koki Mitani,Koichi Sato,Satoshi Tsumabuki
Death in Brunswick ,1996,37820,1593,John Ruane,Sam Neill,Zoe Carides
Everest ,1998,21736,1594,David Breashears,Liam Neeson,Ed Viesturs
Shopping ,1996,2293,1595,Kevin Smith,Jason Lee,Jeremy London
Nemesis 2: Nebula ,1995,63105,1596,Albert Pyun,Sue Price,Chad Stahelski
Romper Stomper ,1992,10412,1597,Geoffrey Wright,Russell Crowe,Daniel Pollock
City of Industry ,1997,18420,1598,John Irvin,Harvey Keitel,Timothy Hutton
Someone Else's America ,1996,124633,1599,Goran Paskaljević,Tom Conti,Miki Manojlović
Guantanamera ,1997,43775,1600,Tomás Gutiérrez Alea,Carlos Cruz ,Raúl Eguren 
Office Killer ,1997,49728,1601,Cindy Sherman,Carol Kane,Molly Ringwald
"Price Above Rubies, A ",1998,44308,1602,Boaz Yakin,Renée Zellweger,Christopher Eccleston
Angela ,1996,539236,1603,Barry Brown,Len Cariou,Bea Arthur
He Walked by Night ,1948,31556,1604,Alfred L. Werker,Richard Basehart,Scott Brady
Love Serenade ,1997,65046,1605,Shirley Barrett,Miranda Otto,Rebecca Frith
Deceiver ,1997,14583,1606,Jonas Pate,Tim Roth,Michael Rooker
Hurricane Streets ,1998,125052,1607,Morgan J. Freeman,Brendan Sexton III,Antoine McLean
Buddy ,1997,15170,1608,Caroline Thompson,Rene Russo,Robbie Coltrane
B*A*P*S ,1997,18423,1609,Robert Townsend,Halle Berry,Martin Landau
"Truth or Consequences, N.M. ",1997,31017,1610,Kiefer Sutherland,Vincent Gallo,Kiefer Sutherland
Intimate Relations ,1997,68545,1611,Philip Goodhew,Julie Walters,Rupert Graves
"Leading Man, The ",1998,46338,1612,John Duigan,Jon Bon Jovi,Anna Galiena
Tokyo Fist ,1998,41577,1613,Shinya Tsukamoto,Shinya Tsukamoto,Kaori Fujii
"Reluctant Debutante, The ",1958,64382,1614,Vincente Minnelli,Rex Harrison,Kay Kendall
Warriors of Virtue ,1997,49478,1615,Ronny Yu,Angus Macfadyen,Mario Yedidia
Desert Winds ,1995,267188,1616,Michael A. Nickles,Michael A. Nickles,Adam Ant
Hugo Pool ,1997,32332,1617,Robert Downey Sr.,Alyssa Milano,Patrick Dempsey
King of New York ,1990,9558,1618,Abel Ferrara,Christopher Walken,David Caruso
All Things Fair ,1996,27098,1619,Bo Widerberg,Johan Widerberg,Marika Lagercrantz
"Sixth Man, The ",1997,36807,1620,Randall Miller,Marlon Wayans,Kadeem Hardison
Butterfly Kiss ,1996,436367,1621,Rafael Kapelinski,Theo Stevenson,Liam Whiting
"Paris, France ",1993,161158,1622,Jerry Ciccoritti,Leslie Hope,Peter Outerbridge
"Cérémonie, La ",1996,-1,1623,,,
Hush ,1998,17941,1624,Jonathan Darby,Jessica Lange,Gwyneth Paltrow
Nightwatch ,1997,2212,1625,Ole Bornedal,Ewan McGregor,Patricia Arquette
Nobody Loves Me (Keiner liebt mich) ,1996,483879,1626,Jeff Reichert,,
"Wife, The ",1996,21539,1627,Penny Marshall,Denzel Washington,Whitney Houston
Lamerica ,1994,49133,1628,Gianni Amelio,Enrico Lo Verso,Michele Placido
Nico Icon ,1995,124626,1629,Susanne Ofteringer,Nico,Tina Aumont
"Silence of the Palace, The (Saimt el Qusur) ",1996,44284,1630,Moufida Tlatli,Amel Hedhili,Najia Ouerghi
"Slingshot, The ",1993,41653,1631,Åke Sandgren,Stellan Skarsgård,Jesper Salén
Land and Freedom (Tierra y libertad) ,1996,38884,1632,Ken Loach,Ian Hart,Rosana Pastor
Á köldum klaka (Cold Fever) ,1996,-1,1633,,,
Etz Hadomim Tafus (Under the Domin Tree) ,1996,117730,1634,Eli Cohen,,
Two Friends (,1986,123067,1635,Jane Campion,Kris Bidenko,Emma Coles
Brothers in Trouble ,1996,124613,1636,Udayan Prasad,Om Puri,Angeline Ball
Girls Town ,1996,110513,1637,Jim McKay,Lili Taylor,Bruklin Harris
Normal Life ,1996,23223,1638,John McNaughton,Ashley Judd,Luke Perry
Bitter Sugar (Azucar Amargo) ,1996,43777,1639,Leon Ichaso,René Lavan,Mayte Vilán
"Eighth Day, The ",1996,36998,1640,Jaco Van Dormael,Miou-Miou,Daniel Auteuil
Dadetown ,1996,85588,1641,Russ Hexter,,
Some Mother's Son ,1996,58102,1642,Terry George,Helen Mirren,Fionnula Flanagan
Angel Baby ,1997,110299,1643,Paul Wendkos,George Hamilton,Mercedes McCambridge
Sudden Manhattan ,1997,106129,1644,Adrienne Shelly,Adrienne Shelly,Tim Guinee
"Butcher Boy, The ",1998,22797,1645,Neil Jordan,Eamonn Owens,Alan Boyle
Men With Guns ,1998,320011,1646,Kari Skogland,Donal Logue,Max Perlich
Hana-bi ,1998,5910,1647,Takeshi Kitano,Takeshi Kitano,Kayoko Kishimoto
"Niagara, Niagara ",1998,19997,1648,Henry Hathaway,Marilyn Monroe,Joseph Cotten
"Big One, The ",1998,1774,1649,Michael Moore,Michael Moore,Elaine Bly
"Butcher Boy, The ",1998,22797,1650,Neil Jordan,Eamonn Owens,Alan Boyle
"Spanish Prisoner, The ",1998,29193,1651,David Mamet,Steve Martin,Campbell Scott
Temptress Moon (Feng Yue) ,1997,47694,1652,Chen Kaige,Leslie Cheung,Gong Li
Entertaining Angels: The Dorothy Day Story ,1996,99479,1653,Michael Ray Rhodes,Moira Kelly,Martin Sheen
Chairman of the Board ,1998,31535,1654,Alex Zamm,Scott 'Carrot Top' Thompson,Courtney Thorne-Smith
"Favor, The ",1994,50463,1655,Donald Petrie,Harley Jane Kozak,Elizabeth McGovern
Little City ,1998,102732,1656,Roberto Benabib,Jon Bon Jovi,Penelope Ann Miller
Target ,1996,466194,1657,Kōji Wakamatsu,,
"Substance of Fire, The ",1996,168535,1658,Daniel J. Sullivan,Tony Goldwyn,Timothy Hutton
Getting Away With Murder ,1996,25697,1659,Harvey Miller,Jack Lemmon,Dan Aykroyd
Small Faces ,1996,42758,1660,Gillies MacKinnon,Iain Robertson,Joseph McFadden
"New Age, The ",1994,41588,1661,Michael Tolkin,Peter Weller,Judy Davis
Rough Magic ,1997,45671,1662,Clare Peploe,Bridget Fonda,Russell Crowe
Nothing Personal ,1997,45806,1663,Urszula Antoniak,Stephen Rea,Lotte Verbeek
8 Heads in a Duffel Bag ,1997,13982,1664,Tom Schulman,Joe Pesci,Kristy Swanson
"Brother's Kiss, A ",1997,102878,1665,Seth Zvi Rosenfeld,Nick Chinlund,Michael Raynor
Ripe ,1997,457262,1666,Rhiannon Bannenberg,Debby Ryan,Aaron Jeffery
"Next Step, The ",1997,291634,1667,,Rick Negron,Kristin Moreu
Wedding Bell Blues ,1997,107743,1668,Dana Lustig,Illeana Douglas,Paulina Porizkova
MURDER and murder ,1997,407992,1669,Yvonne Rainer,Joanna Merlin,Kathleen Chalfant
Tainted ,1998,281289,1670,Brian Evans,Jason Brouwer,T.J. Timon
"Further Gesture, A ",1998,47112,1671,Robert Dornhelm,Stephen Rea,Brendan Gleeson
Kika ,1993,8223,1672,Pedro Almodóvar,Verónica Forqué,Victoria Abril
Mirage ,1995,226229,1673,Paul Williams,Edward James Olmos,Sean Young
Mamma Roma ,1962,47796,1674,Pier Paolo Pasolini,Anna Magnani,Ettore Garofolo
"Sunchaser, The ",1996,38191,1675,Michael Cimino,Woody Harrelson,Talisa Soto
"War at Home, The ",1996,59232,1676,Emilio Estevez,Emilio Estevez,Kathy Bates
Sweet Nothing ,1996,124851,1677,Gary Winick,Michael Imperioli,Mira Sorvino
Mat' i syn ,1998,441646,1678,Philippe Van Leeuw,Hiam Abbass,Diamand Bou Abboud
B. Monkey ,1998,2923,1679,Michael Radford,Asia Argento,Jared Harris
Sliding Doors ,1998,10215,1680,Peter Howitt,Gwyneth Paltrow,John Hannah
You So Crazy ,1994,38129,1681,Thomas Schlamme,Martin Lawrence,
Scream of Stone (Schrei aus Stein) ,1996,88893,1682,Werner Herzog,Donald Sutherland,Brad Dourif
